PMID,Journal,publisher_guess,year,doi,doi_url
38537102,Rev Fac Cien Med Univ Nac Cordoba,Unknown,2024,10.31053/1853.0605.v81.n1.40992,https://revistas.unc.edu.ar/index.php/med/article/view/40992
37402261,Rev Fac Cien Med Univ Nac Cordoba,Unknown,2023,10.31053/1853.0605.v80.n1.36817,https://revistas.unc.edu.ar/index.php/med/article/view/36817
