PMID,Journal,publisher_guess,year,doi,doi_url
38697823,Klin Onkol,Unknown,2024,10.48095/ccko2024139,https://www.linkos.cz/files/klinicka-onkologie/531/6324.pdf
36443095,Klin Onkol,Unknown,2022,10.48095/ccko2022402,https://www.linkos.cz/files/klinicka-onkologie/511/6124.pdf
