PMID,Journal,publisher_guess,year,doi,doi_url
38554432,J Gastrointestin Liver Dis,Unknown,2024,10.15403/jgld-5282,https://jgld.ro/jgld/index.php/jgld/article/view/5282
38147601,J Gastrointestin Liver Dis,Unknown,2023,10.15403/jgld-4798,https://jgld.ro/jgld/index.php/jgld/article/view/4798
