PMID,Journal,publisher_guess,year,doi,doi_url
32879638,Soil Org,Unknown,2020,10.25674/so92iss2pp121,https://soil-organisms.org/index.php/SO/article/view/127
31908681,Soil Org,Unknown,2019,10.25674/so91iss3pp114,https://soil-organisms.org/index.php/SO/article/view/111
