PMID,Journal,publisher_guess,year,doi,doi_url
29445586,Oncomedicine,Unknown,2017,10.7150/oncm.22477,http://www.oncm.org/v02p0156.htm
28174679,Oncomedicine,Unknown,2017,10.7150/oncm.17406,http://www.oncm.org/v02p0001.htm
