PMID,Journal,publisher_guess,year,doi,doi_url
12292748,Artha Vijnana,Unknown,1996,10.21648/arthavij/1996/v38/i3/115959,https://www.i-scholar.in/index.php/ArthaVij/article/view/115959
12340174,Artha Vijnana,Unknown,1984,10.21648/arthavij/1984/v26/i3/116369,https://www.i-scholar.in/index.php/ArthaVij/article/view/116369
