PMID,Journal,publisher_guess,year,doi,doi_url
38863891,J Eye Mov Res,Unknown,2024,10.16910/jemr.17.3.3,https://bop.unibe.ch/JEMR/article/view/10934
37091859,J Eye Mov Res,Unknown,2022,10.16910/jemr.15.3.2,https://bop.unibe.ch/JEMR/article/view/8303
