PMID,Journal,publisher_guess,year,doi,doi_url
38860979,J Gen Physiol,Unknown,2024,10.1085/jgp.202413612,https://rupress.org/jgp/article/156/7/e202413612/276797/The-S1-helix-is-a-VIP-in-VSPThe-S1-helix-is-a-VIP
37318452,J Gen Physiol,Unknown,2023,10.1085/jgp.202213166,https://rupress.org/jgp/article/155/8/e202213166/214171/Interactions-between-selectivity-filter-and-pore
19866598,J Biophys Biochem Cytol,Unknown,1961,10.1083/jcb.11.3.627,https://rupress.org/jcb/article/11/3/627/404/THE-FINE-STRUCTURE-OF-BONE-CELLS
13703108,J Biophys Biochem Cytol,Unknown,1961,10.1083/jcb.10.2.163,https://rupress.org/jcb/article/10/2/163/314/CENTRIOLE-REPLICATION-A-Study-of-Spermatogenesis
