PMID,Journal,publisher_guess,year,doi,doi_url
32467863,Bioarchaeol Int,Unknown,2019,10.5744/bi.2019.1005,https://journals.upress.ufl.edu/bioarchaeology/article/view/932
32457929,Bioarchaeol Int,Unknown,2019,10.5744/bi.2019.1008,https://journals.upress.ufl.edu/bioarchaeology/article/view/936
