PMID,Journal,publisher_guess,year,doi,doi_url
38646904,Ortop Traumatol Rehabil,Unknown,2024,10.5604/01.3001.0054.4644,https://ortopedia.com.pl/resources/html/article/details?id=621024&language=en
35550355,Ortop Traumatol Rehabil,Unknown,2022,10.5604/01.3001.0015.8375,https://ortopedia.com.pl/resources/html/article/details?id=229357&language=en
