PMID,Journal,publisher_guess,year,doi,doi_url
38852947,J Obes Metab Syndr,Unknown,2024,10.7570/jomes24007,https://www.jomes.org/journal/view.html?doi=10.7570/jomes24007
35670160,J Obes Metab Syndr,Unknown,2022,10.7570/jomes21088,https://www.jomes.org/journal/view.html?doi=10.7570/jomes21088
