PMID,Journal,publisher_guess,year,doi,doi_url
24479337,Ukr Biokhim Zh (1999),Unknown,2013,10.15407/ubj85.05.191,http://ukrbiochemjournal.org/2015/10/self-organization-and-fractality-in-a-metabolic-processes-of-the-krebs-cycle.html
37986735,Ukr Biochem J,Unknown,2020,10.15407/ubj92.03.022,http://ukrbiochemjournal.org/2020/08/structure-and-function-of-fibrinogen-b%ce%b2n-domains.html
29235836,Ukr Biochem J,Unknown,2016,10.15407/ubj88.06.052,http://ukrbiochemjournal.org/2016/12/hypoxic-regulation-of-mybl1-mest-tcf3-tcf8-gtf2b-gtf2f2-and-snai2-genes-expression-in-u87-glioma-cells-upon-ire1-inhibition.html
