PMID,Journal,publisher_guess,year,doi,doi_url
38736678,MedEdPORTAL,Unknown,2024,10.15766/mep_2374-8265.11399,https://www.mededportal.org/doi/10.15766/mep_2374-8265.11399
37346470,MedEdPORTAL,Unknown,2023,10.15766/mep_2374-8265.11317,https://www.mededportal.org/doi/10.15766/mep_2374-8265.11317
