PMID,Journal,publisher_guess,year,doi,doi_url
38915458,Mol Biol Res Commun,Unknown,2024,10.22099/mbrc.2024.49840.1954,https://mbrc.shirazu.ac.ir/article_7482.html
33681391,Mol Biol Res Commun,Unknown,2021,10.22099/mbrc.2020.38230.1537,https://mbrc.shirazu.ac.ir/article_5879.html
