PMID,Journal,publisher_guess,year,doi,doi_url
38915256,Ann Hepatobiliary Pancreat Surg,Unknown,2024,10.14701/ahbps.24-093,https://www.ahbps.org/journal/view.html?doi=10.14701/ahbps.24-093
37006188,Ann Hepatobiliary Pancreat Surg,Unknown,2023,10.14701/ahbps.22-107,https://www.ahbps.org/journal/view.html?doi=10.14701/ahbps.22-107
