PMID,Journal,publisher_guess,year,doi,doi_url
38807435,Schweiz Arch Tierheilkd,Unknown,2024,10.17236/sat00426,https://sat.gstsvs.ch/de/sat/sat-artikel/archiv/2024/062024/skeletal-malformation-in-growing-milk-sheep.html
36193782,Schweiz Arch Tierheilkd,Unknown,2022,10.17236/sat00371,https://sat.gstsvs.ch/de/sat/sat-artikel/archiv/2022/102022/is-alfalfa-hay-an-alternative-to-meadow-hay-in-equine-nutrition.html
