PMID,Journal,publisher_guess,year,doi,doi_url
28973781,Genet Mol Res,Unknown,2017,10.4238/gmr16039804,http://www.funpecrp.com.br/gmr/articles/year2017/vol16-3/pdf/gmr-16-03-gmr.16039804.pdf
28973775,Genet Mol Res,Unknown,2017,10.4238/gmr16039798,http://www.funpecrp.com.br/gmr/articles/year2017/vol16-3/pdf/gmr-16-03-gmr.16039798.pdf
