PMID,Journal,publisher_guess,year,doi,doi_url
38889901,Multisens Res,Unknown,2024,10.1163/22134808-bja10126,https://brill.com/view/journals/msr/aop/article-10.1163-22134808-bja10126/article-10.1163-22134808-bja10126.xml
33706261,Multisens Res,Unknown,2020,10.1163/22134808-bja10005,https://brill.com/view/journals/msr/33/6/article-p693_6.xml
33123681,J Appl Hist,Unknown,2020,10.1163/25895893-00101003,https://brill.com/view/journals/joah/1/1-2/article-p53_5.xml
28090197,Anim Biol Leiden Neth,Unknown,2016,10.1163/15707563-00002495,https://brill.com/view/journals/ab/66/2/article-p173_5.xml
19890448,Asian Med (Leiden),Unknown,2009,10.1163/157342109X423793,https://brill.com/view/journals/asme/4/1/article-p201_8.xml
20209047,Terr Arthropod Rev,Unknown,2009,10.1163/187498308X414742,https://brill.com/view/journals/tar/1/2/article-p125_3.xml
19946379,Sens Neur,Unknown,2001,10.1163/156856501750387256,https://brill.com
21984878,Eur J East Asian Stud,Unknown,2009,10.1163/156805809X439895,https://brill.com/view/journals/ejea/8/1/article-p61_4.xml
20029999,Eur J East Asian Stud,Unknown,2001,10.1163/157006102775123049,https://brill.com/view/journals/ejea/1/1/article-p103_8.xml
20229663,Russ Hist (Pittsburgh),Unknown,2001,10.1163/187633101x00118,https://brill.com/view/journals/ruhi/28/1-4/article-p171_11.xml
22238812,Russ Hist (Pittsburgh),Unknown,1999,10.1163/187633199x00139,https://brill.com/view/journals/ruhi/26/4/article-p355_1.xml
16862727,Soc Anim,Unknown,2006,10.1163/156853006776778770,https://brill.com/view/journals/soan/14/2/article-p179_4.xml
11654357,Soc Anim,Unknown,1994,10.1163/156853094x00144,https://brill.com/view/journals/soan/2/2/article-p125_3.xml
29809206,J Abbasid Stud,Unknown,2015,10.1163/22142371-12340015,https://brill.com/view/journals/jas/2/1/article-p86_4.xml
30881869,Intellect Hist Islam World,Unknown,2017,10.1163/2212943x-00503015,https://brill.com/view/journals/ihiw/5/3/article-p228_3.xml
30882066,Relig Gend,Unknown,2016,10.18352/rg.10132,https://brill.com/view/journals/rag/6/1/article-p80_6.xml
37997599,J Insects Food Feed,Unknown,2023,10.3920/JIFF2022.0046,https://brill.com/view/journals/jiff/9/9/article-p1187_8.xml
37675389,J Insects Food Feed,Unknown,2021,10.3920/JIFF2021.0067,https://brill.com/view/journals/jiff/8/5/article-p537_8.xml
28090120,Crustaceana,Unknown,2014,10.1163/15685403-00003342,https://brill.com/view/journals/cr/87/8-9/article-p1043_8.xml
28090119,Crustaceana,Unknown,2014,10.1163/15685403-00003338,https://brill.com/view/journals/cr/87/8-9/article-p952_4.xml
11542470,IAWA J,Unknown,1998,10.1163/22941932-90001537,https://brill.com/view/journals/iawa/19/3/article-p311_11.xml
35096197,World Mycotoxin J,Unknown,2021,10.3920/wmj2020.2641,https://brill.com/view/journals/wmj/14/3/article-p305_7.xml
33552312,World Mycotoxin J,Unknown,2018,10.3920/WMJ2017.2284,https://brill.com/view/journals/wmj/11/3/article-p411_9.xml
28959357,Comp Exerc Physiol,Unknown,2015,10.3920/CEP150008,https://brill.com/view/journals/cep/11/2/article-p95_5.xml
38744434,Eur J Health Law,Unknown,2024,10.1163/15718093-bja10129,https://brill.com/view/journals/ejhl/aop/article-10.1163-15718093-bja10129/article-10.1163-15718093-bja10129.xml
