PMID,Journal,publisher_guess,year,doi,doi_url
38873837,Ann R Coll Surg Engl,Unknown,2024,10.1308/rcsann.2024.0046,https://publishing.rcseng.ac.uk/doi/10.1308/rcsann.2024.0046
38563059,Ann R Coll Surg Engl,Unknown,2024,10.1308/rcsann.2023.0103,https://publishing.rcseng.ac.uk/doi/10.1308/rcsann.2023.0103
