PMID,Journal,publisher_guess,year,doi,doi_url
11624668,Viator,Unknown,1987,10.1484/j.viator.2.301385,https://www.brepolsonline.net/doi/10.1484/J.VIATOR.2.301385
11614894,Manuscripta,Unknown,1976,10.1484/j.mss.3.854,https://www.brepolsonline.net/doi/10.1484/J.MSS.3.854
11614923,Mediaev Stud,Unknown,1983,10.1484/j.ms.2.306308,https://www.brepolsonline.net/doi/10.1484/J.MS.2.306308
11639014,Mediaev Stud,Unknown,1977,10.1484/j.ms.2.306846,https://www.brepolsonline.net/doi/10.1484/J.MS.2.306846
35719249,Centaurus,Unknown,2022,10.1484/J.CNT.5.128875,https://www.brepolsonline.net/doi/10.1484/J.CNT.5.128875
17288059,Bull Philos Mediev,Unknown,1996,10.1484/j.bpm.3.513,https://www.brepolsonline.net/doi/10.1484/J.BPM.3.513
26155600,Arch Int Hist Sci (Paris),Unknown,2014,10.1484/j.arihs.5.110288,https://www.brepolsonline.net/doi/10.1484/J.ARIHS.5.110288
27499834,Mediaev J,Unknown,2015,10.1484/J.TMJ.5.108526,https://www.brepolsonline.net/doi/10.1484/J.TMJ.5.108526
