PMID,Journal,publisher_guess,year,doi,doi_url
15755210,Int J Lepr Other Mycobact Dis,Unknown,2004,10.1489/1544-581X(2004)72<501:TTWTRV>2.0.CO;2,http://lepr.allenpress.com/lepronline/?request=get-abstract&doi=10.1489/1544-581X(2004)72%3C501:TTWTRV%3E2.0.CO;2
