PMID,Journal,publisher_guess,year,doi,doi_url
38907068,Mol Syst Biol,Unknown,2024,10.1038/s44320-024-00050-9,https://www.embopress.org/doi/full/10.1038/s44320-024-00050-9
36896621,Mol Syst Biol,Unknown,2023,10.15252/msb.202211024,https://www.embopress.org/doi/10.15252/msb.202211024
38902433,EMBO Mol Med,Unknown,2024,10.1038/s44321-024-00091-5,https://www.embopress.org/doi/full/10.1038/s44321-024-00091-5
38783166,EMBO Mol Med,Unknown,2024,10.1038/s44321-024-00079-1,https://www.embopress.org/doi/full/10.1038/s44321-024-00079-1
38907027,EMBO Rep,Unknown,2024,10.1038/s44319-024-00180-z,https://www.embopress.org/doi/full/10.1038/s44319-024-00180-z
38594391,EMBO Rep,Unknown,2024,10.1038/s44319-024-00133-6,https://www.embopress.org/doi/full/10.1038/s44319-024-00133-6
